vendor,kind,gpu_family_id,family,series,segment,codename,arch,model,model_full,cores,p_cores,e_cores,threads,base_clock,boost_clock,all_core_boost,l2_cache,l3_cache,tdp,tdp_config_up,process,socket,socket_count,pcie_gen,pcie_lanes,mem_type,mem_channels,mem_speed,mem_max_capacity,ecc,cxl,upi_links,igpu_model,igpu_cores,igpu_clock,npu_tops,launch_date,launch_price_usd,part_number,source_url,source_tier,confidence,notes
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Platinum 8352V,Intel Xeon Platinum 8352V Processor,36,,,72,2.10 GHz,3.50 GHz,,,54 MB,195W,,10 nm,FCLGA4189,2,4.0,64,DDR4-2933,8,2933 MHz,6 TB,yes,,3,,,,,2021-Q2,3993,,https://ark.intel.com/,1,high,ARK: total 36 != P0+E0 | ARK export left P/E core fields blank
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Platinum 8352Y,Intel Xeon Platinum 8352Y Processor,32,,,64,2.20 GHz,3.40 GHz,,,48 MB,205W,,10 nm,FCLGA4189,2,4.0,64,DDR4-3200,8,3200 MHz,6 TB,yes,,3,,,,,2021-Q2,3995,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Cooper Lake,,Xeon Platinum 8353H,Intel Xeon Platinum 8353H Processor,18,,,36,2.50 GHz,3.80 GHz,,,24.75 MB,150W,,14 nm,FCLGA4189,8,3.0,48,DDR4 RDIMM,6,3200 MHz,1.12 TB,yes,,6,,,,,2020-Q2,3003,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Cooper Lake,,Xeon Platinum 8354H,Intel Xeon Platinum 8354H Processor,18,,,36,3.10 GHz,4.30 GHz,,,24.75 MB,205W,,14 nm,FCLGA4189,8,3.0,48,DDR4 RDIMM,6,3200 MHz,1.12 TB,yes,,6,,,,,2020-Q2,3500,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Cooper Lake,,Xeon Platinum 8356H,Intel Xeon Platinum 8356H Processor,8,,,16,3.90 GHz,4.40 GHz,,,35.75 MB,190W,,14 nm,FCLGA4189,8,3.0,48,DDR4 RDIMM,6,2933 MHz,1.12 TB,yes,,6,,,,,2020-Q3,3400,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Platinum 8358,Intel Xeon Platinum 8358 Processor,32,,,64,2.60 GHz,3.40 GHz,,,48 MB,250W,,10 nm,FCLGA4189,2,4.0,64,DDR4-3200,8,3200 MHz,6 TB,yes,,3,,,,,2021-Q2,4607,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Platinum 8358P,Intel Xeon Platinum 8358P Processor,32,,,64,2.60 GHz,3.40 GHz,,,48 MB,240W,,10 nm,FCLGA4189,2,4.0,64,DDR4-3200,8,3200 MHz,6 TB,yes,,3,,,,,2021-Q2,4523,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Cooper Lake,,Xeon Platinum 8360H,Intel Xeon Platinum 8360H Processor,24,,,48,3.00 GHz,4.20 GHz,,,33 MB,225W,,14 nm,FCLGA4189,8,3.0,48,DDR4 RDIMM,6,3200 MHz,1.12 TB,yes,,6,,,,,2020-Q3,4200,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Cooper Lake,,Xeon Platinum 8360HL,Intel Xeon Platinum 8360HL Processor,24,,,48,3.00 GHz,4.20 GHz,,,33 MB,225W,,14 nm,FCLGA4189,8,3.0,48,DDR4 RDIMM,6,3200 MHz,4.5 TB,yes,,6,,,,,2020-Q3,7203,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Platinum 8360Y,Intel Xeon Platinum 8360Y Processor,36,,,72,2.40 GHz,3.50 GHz,,,54 MB,250W,,10 nm,FCLGA4189,2,4.0,64,DDR4-3200,8,3200 MHz,6 TB,yes,,3,,,,,2021-Q2,5383,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Platinum 8362,Intel Xeon Platinum 8362 Processor,32,,,64,2.80 GHz,3.60 GHz,,,48 MB,265W,,10 nm,FCLGA4189,2,4.0,64,DDR4-3200,8,3200 MHz,6 TB,yes,,3,,,,,2021-Q2,6236,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Platinum 8368,Intel Xeon Platinum 8368 Processor,38,,,76,2.40 GHz,3.40 GHz,,,57 MB,270W,,10 nm,FCLGA4189,2,4.0,64,DDR4-3200,8,3200 MHz,6 TB,yes,,3,,,,,2021-Q2,7214,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Platinum 8368Q,Intel Xeon Platinum 8368Q Processor,38,,,76,2.60 GHz,3.70 GHz,,,57 MB,270W,,10 nm,FCLGA4189,2,4.0,64,DDR4-3200,8,3200 MHz,6 TB,yes,,3,,,,,2021-Q2,7719,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Cooper Lake,,Xeon Platinum 8376H,Intel Xeon Platinum 8376H Processor,28,,,56,2.60 GHz,4.30 GHz,,,38.5 MB,205W,,14 nm,FCLGA4189,8,3.0,48,DDR4 RDIMM,6,3200 MHz,1.12 TB,yes,,6,,,,,2020-Q2,8719,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Cooper Lake,,Xeon Platinum 8376HL,Intel Xeon Platinum 8376HL Processor,28,,,56,2.60 GHz,4.30 GHz,,,38.5 MB,205W,,14 nm,FCLGA4189,8,3.0,48,DDR4 RDIMM,6,3200 MHz,4.5 TB,yes,,6,,,,,2020-Q2,11722,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Platinum 8380,Intel Xeon Platinum 8380 Processor,40,,,80,2.30 GHz,3.40 GHz,,,60 MB,270W,,10 nm,FCLGA4189,2,4.0,64,DDR4-3200,8,3200 MHz,6 TB,yes,,3,,,,,2021-Q2,9359,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Cooper Lake,,Xeon Platinum 8380H,Intel Xeon Platinum 8380H Processor,28,,,56,2.90 GHz,4.30 GHz,,,38.5 MB,250W,,14 nm,FCLGA4189,8,3.0,48,DDR4 RDIMM,6,3200 MHz,1.12 TB,yes,,6,,,,,2020-Q2,10009,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Cooper Lake,,Xeon Platinum 8380HL,Intel Xeon Platinum 8380HL Processor,28,,,56,2.90 GHz,4.30 GHz,,,38.5 MB,250W,,14 nm,FCLGA4189,8,3.0,48,DDR4 RDIMM,6,3200 MHz,4.5 TB,yes,,6,,,,,2020-Q2,13012,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Silver 4309Y,Intel Xeon Silver 4309Y Processor,8,,,16,2.80 GHz,3.60 GHz,,,12 MB,105W,,10 nm,FCLGA4189,2,4.0,64,DDR4-2667,8,2667 MHz,6 TB,yes,,2,,,,,2021-Q2,563,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Silver 4310,Intel Xeon Silver 4310 Processor,12,,,24,2.10 GHz,3.30 GHz,,,18 MB,120W,,10 nm,FCLGA4189,2,4.0,64,DDR4-2667,8,2667 MHz,6 TB,yes,,2,,,,,2021-Q2,563,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Silver 4310T,Intel Xeon Silver 4310T Processor,10,,,20,2.30 GHz,3.40 GHz,,,15 MB,105W,,10 nm,FCLGA4189,2,4.0,64,DDR4-2667,8,2667 MHz,6 TB,yes,,2,,,,,2021-Q2,624,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Silver 4314,Intel Xeon Silver 4314 Processor,16,,,32,2.40 GHz,3.40 GHz,,,24 MB,135W,,10 nm,FCLGA4189,2,4.0,64,DDR4-2667,8,2667 MHz,6 TB,yes,,2,,,,,2021-Q2,780,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,3rd Gen Intel Xeon Scalable Processors,datacenter,Ice Lake-SP,,Xeon Silver 4316,Intel Xeon Silver 4316 Processor,20,,,40,2.30 GHz,3.40 GHz,,,30 MB,150W,,10 nm,FCLGA4189,2,4.0,64,DDR4-2667,8,2667 MHz,6 TB,yes,,2,,,,,2021-Q2,1126,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Gold 6414U,Intel Xeon Gold 6414U Processor,32,,,64,2.00 GHz,3.40 GHz,,,60 MB,250W,,Intel 7,FCLGA4677,1,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,0,,,,,2023-Q1,2572,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Gold 6430,Intel Xeon Gold 6430 Processor,32,,,64,2.10 GHz,3.40 GHz,,,60 MB,270W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4400 MT/s 1DPC and 2DPC,8,,4 TB,yes,,3,,,,,2023-Q1,2383,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Gold 6454S,Intel Xeon Gold 6454S Processor,32,,,64,2.20 GHz,3.40 GHz,,,60 MB,270W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,3157,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8444H,Intel Xeon Platinum 8444H Processor,16,,,32,2.90 GHz,4.00 GHz,,,45 MB,270W,,Intel 7,FCLGA4677,8,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,4742,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8450H,Intel Xeon Platinum 8450H Processor,28,,,56,2.00 GHz,3.50 GHz,,,75 MB,250W,,Intel 7,FCLGA4677,8,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,5273,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8454H,Intel Xeon Platinum 8454H Processor,32,,,64,2.10 GHz,3.40 GHz,,,82.5 MB,270W,,Intel 7,FCLGA4677,8,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,7325,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8458P,Intel Xeon Platinum 8458P Processor,44,,,88,2.70 GHz,3.80 GHz,,,82.5 MB,350W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,3,,,,,2023-Q1,6759,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8460H,Intel Xeon Platinum 8460H Processor,40,,,80,2.20 GHz,3.80 GHz,,,105 MB,330W,,Intel 7,FCLGA4677,8,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,11995,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8460Y+,Intel Xeon Platinum 8460Y+ Processor,40,,,80,2.00 GHz,3.70 GHz,,,105 MB,300W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,5558,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8461V,Intel Xeon Platinum 8461V Processor,48,,,96,2.20 GHz,3.70 GHz,,,97.5 MB,300W,,Intel 7,FCLGA4677,1,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,0,,,,,2023-Q1,4491,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8468,Intel Xeon Platinum 8468 Processor,48,,,96,2.10 GHz,3.80 GHz,,,105 MB,350W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,7214,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8468H,Intel Xeon Platinum 8468H Processor,48,,,96,2.10 GHz,3.80 GHz,,,105 MB,330W,,Intel 7,FCLGA4677,8,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,15594,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8468V,Intel Xeon Platinum 8468V Processor,48,,,96,2.40 GHz,3.80 GHz,,,97.5 MB,330W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,3,,,,,2023-Q1,7121,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8470,Intel Xeon Platinum 8470 Processor,52,,,104,2.00 GHz,3.80 GHz,,,105 MB,350W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,10482,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8470N,Intel Xeon Platinum 8470N Processor,52,,,104,1.70 GHz,3.60 GHz,,,97.5 MB,300W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,3,,,,,2023-Q1,10662,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8470Q,Intel Xeon Platinum 8470Q Processor,52,,,104,2.10 GHz,3.80 GHz,,,105 MB,350W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,9410,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8471N,Intel Xeon Platinum 8471N Processor,52,,,104,1.80 GHz,3.60 GHz,,,97.5 MB,300W,,Intel 7,FCLGA4677,1,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,0,,,,,2023-Q1,5792,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8480+,Intel Xeon Platinum 8480+ Processor,56,,,112,2.00 GHz,3.80 GHz,,,105 MB,350W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,11995,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,4th Gen Intel Xeon Scalable Processors,datacenter,Sapphire Rapids SP,,Xeon Platinum 8490H,Intel Xeon Platinum 8490H Processor,60,,,120,1.90 GHz,3.50 GHz,,,112.5 MB,350W,,Intel 7,FCLGA4677,8,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,4,,,,,2023-Q1,19040,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Avoton,Silvermont,Atom C2350,Intel Atom Processor C2350,2,,,2,1.70 GHz,2.00 GHz,2.00 GHz,,1 MB,6W,,22 nm,FCBGA1283,,2,4,DDR3/DDR3L 1333,1,,16 GB,yes,,,,,,,2013-Q3,43,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Avoton,Silvermont,Atom C2530,Intel Atom Processor C2530,4,,,4,1.70 GHz,2.40 GHz,2.40 GHz,,2 MB,9W,,22 nm,FCBGA1283,,2,8,DDR3/DDR3L 1333,2,,32 GB,yes,,,,,,,2013-Q3,70,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Avoton,Silvermont,Atom C2550,Intel Atom Processor C2550,4,,,4,2.40 GHz,2.60 GHz,2.60 GHz,,2 MB,14W,,22 nm,FCBGA1283,,2,16,DDR3/DDR3L 1600,2,,64 GB,yes,,,,,,,2013-Q3,86,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Avoton,Silvermont,Atom C2730,Intel Atom Processor C2730,8,,,8,1.70 GHz,2.40 GHz,2.40 GHz,,4 MB,12W,,22 nm,FCBGA1283,,2,8,DDR3/DDR3L 1600,2,,32 GB,yes,,,,,,,2013-Q3,150,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Avoton,Silvermont,Atom C2750,Intel Atom Processor C2750,8,,,8,2.40 GHz,2.60 GHz,2.60 GHz,,4 MB,20W,,22 nm,FCBGA1283,,2,16,DDR3/DDR3L 1600,2,,64 GB,yes,,,,,,,2013-Q3,171,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Atom Embedded,,Atom C3308,Intel Atom Processor C3308,2,,,2,1.60 GHz,2.10 GHz,2.10 GHz,,4 MB,9W,,14 nm,FCBGA1310,,3,6,DDR4: 1866,1,,128 GB,yes,,,,,,,2017-Q3,47,,https://ark.intel.com/,1,high,
