vendor,kind,gpu_family_id,family,series,segment,codename,arch,model,model_full,cores,p_cores,e_cores,threads,base_clock,boost_clock,all_core_boost,l2_cache,l3_cache,tdp,tdp_config_up,process,socket,socket_count,pcie_gen,pcie_lanes,mem_type,mem_channels,mem_speed,mem_max_capacity,ecc,cxl,upi_links,igpu_model,igpu_cores,igpu_clock,npu_tops,launch_date,launch_price_usd,part_number,source_url,source_tier,confidence,notes
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Cascade Lake-W (W-32xx),,Xeon W-3223,Intel Xeon W-3223 Processor,8,,,16,3.50 GHz,4.00 GHz,,,16.5 MB,160W,,14 nm,FCLGA3647,1,3.0,64,DDR4-2666,6,2666 MHz,1 TB,yes,,,,,,,2019-Q2,,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Cascade Lake-W (W-32xx),,Xeon W-3225,Intel Xeon W-3225 Processor,8,,,16,3.70 GHz,4.30 GHz,,,16.5 MB,160W,,14 nm,FCLGA3647,1,3.0,64,DDR4-2666,6,2666 MHz,1 TB,yes,,,,,,,2019-Q2,1319,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Cascade Lake-W (W-32xx),,Xeon W-3235,Intel Xeon W-3235 Processor,12,,,24,3.30 GHz,4.40 GHz,,,19.25 MB,180W,,14 nm,FCLGA3647,1,3.0,64,DDR4-2933,6,2933 MHz,1 TB,yes,,,,,,,2019-Q2,1538,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Cascade Lake-W (W-32xx),,Xeon W-3245,Intel Xeon W-3245 Processor,16,,,32,3.20 GHz,4.40 GHz,,,22 MB,205W,,14 nm,FCLGA3647,1,3.0,64,DDR4-2933,6,2933 MHz,1 TB,yes,,,,,,,2019-Q2,2199,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Cascade Lake-W (W-32xx),,Xeon W-3245M,Intel Xeon W-3245M Processor,16,,,32,3.20 GHz,4.40 GHz,,,22 MB,205W,,14 nm,FCLGA3647,1,3.0,64,DDR4-2933,6,2933 MHz,2 TB,yes,,,,,,,2019-Q2,,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Cascade Lake-W (W-32xx),,Xeon W-3265,Intel Xeon W-3265 Processor,24,,,48,2.70 GHz,4.40 GHz,,,33 MB,205W,,14 nm,FCLGA3647,1,3.0,64,DDR4-2933,6,2933 MHz,1 TB,yes,,,,,,,2019-Q2,3684,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Cascade Lake-W (W-32xx),,Xeon W-3265M,Intel Xeon W-3265M Processor,24,,,48,2.70 GHz,4.40 GHz,,,33 MB,205W,,14 nm,FCLGA3647,1,3.0,64,DDR4-2933,6,2933 MHz,2 TB,yes,,,,,,,2019-Q2,,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Cascade Lake-W (W-32xx),,Xeon W-3275,Intel Xeon W-3275 Processor,28,,,56,2.50 GHz,4.40 GHz,,,38.5 MB,205W,,14 nm,FCLGA3647,1,3.0,64,DDR4-2933,6,2933 MHz,1 TB,yes,,,,,,,2019-Q2,,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Cascade Lake-W (W-32xx),,Xeon W-3275M,Intel Xeon W-3275M Processor,28,,,56,2.50 GHz,4.40 GHz,,,38.5 MB,205W,,14 nm,FCLGA3647,1,3.0,64,DDR4-2933,6,2933 MHz,2 TB,yes,,,,,,,2019-Q2,,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Ice Lake-W (W-33xx),,Xeon W-3323,Intel Xeon W-3323 Processor,12,,,24,3.50 GHz,3.90 GHz,,,21 MB,220W,,10 nm,FCLGA4189,1,4,64,DDR4-3200,8,3200 MHz,4 TB,yes,,,,,,,2021-Q3,1043,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Ice Lake-W (W-33xx),,Xeon W-3335,Intel Xeon W-3335 Processor,16,,,32,3.40 GHz,4.00 GHz,,,24 MB,250W,,10 nm,FCLGA4189,1,4,64,DDR4-3200,8,3200 MHz,4 TB,yes,,,,,,,2021-Q3,1430,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Ice Lake-W (W-33xx),,Xeon W-3345,Intel Xeon W-3345 Processor,24,,,48,3.00 GHz,4.00 GHz,,,36 MB,250W,,10 nm,FCLGA4189,1,4,64,DDR4-3200,8,3200 MHz,4 TB,yes,,,,,,,2021-Q3,2751,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Ice Lake-W (W-33xx),,Xeon W-3365,Intel Xeon W-3365 Processor,32,,,64,2.70 GHz,4.00 GHz,,,48 MB,270W,,10 nm,FCLGA4189,1,4,64,DDR4-3200,8,3200 MHz,4 TB,yes,,,,,,,2021-Q3,3851,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Ice Lake-W (W-33xx),,Xeon W-3375,Intel Xeon W-3375 Processor,38,,,76,2.50 GHz,4.00 GHz,,,57 MB,270W,,10 nm,FCLGA4189,1,4,64,DDR4-3200,8,3200 MHz,4 TB,yes,,,,,,,2021-Q3,4951,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-2400/2500,,Xeon w3-2423,Intel Xeon w3-2423 Processor,6,6,0,12,2.10 GHz,4.20 GHz,4.00 GHz,,15 MB,120W,144W,Intel 7,FCLGA4677,1,5.0,64,DDR5-4400 (MT/s),4,4400 MT/s,2 TB,yes,,,,,,,2023-Q1,395,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-2400/2500,,Xeon w3-2425,Intel Xeon w3-2425 Processor,6,6,0,12,3.00 GHz,4.40 GHz,4.00 GHz,,15 MB,130W,156W,Intel 7,FCLGA4677,1,5.0,64,DDR5-4400 (MT/s),4,4400 MT/s,2 TB,yes,,,,,,,2023-Q1,582,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-2400/2500,,Xeon w3-2435,Intel Xeon w3-2435 Processor,8,8,0,16,3.10 GHz,4.50 GHz,4.30 GHz,,22.5 MB,165W,198W,Intel 7,FCLGA4677,1,5.0,64,DDR5-4400 (MT/s),4,4400 MT/s,2 TB,yes,,,,,,,2023-Q1,736,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-2400/2500,,Xeon w5-2445,Intel Xeon w5-2445 Processor,10,10,0,20,3.10 GHz,4.60 GHz,4.40 GHz,,26.25 MB,175W,210W,Intel 7,FCLGA4677,1,5.0,64,DDR5-4800 (MT/s),4,4800 MT/s,2 TB,yes,,,,,,,2023-Q1,923,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-2400/2500,,Xeon w5-2455X,Intel Xeon w5-2455X Processor,12,12,0,24,3.20 GHz,4.60 GHz,4.40 GHz,,30 MB,200W,240W,Intel 7,FCLGA4677,1,5.0,64,DDR5-4800 (MT/s),4,4800 MT/s,2 TB,yes,,,,,,,2023-Q1,1143,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-2400/2500,,Xeon w5-2465X,Intel Xeon w5-2465X Processor,16,16,0,32,3.10 GHz,4.70 GHz,4.50 GHz,,33.75 MB,200W,240W,Intel 7,FCLGA4677,1,5.0,64,DDR5-4800 (MT/s),4,4800 MT/s,2 TB,yes,,,,,,,2023-Q1,1528,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-3400/3500,,Xeon w5-3425,Intel Xeon w5-3425 Processor,12,12,0,24,3.20 GHz,4.60 GHz,4.40 GHz,,30 MB,270W,324W,Intel 7,FCLGA4677,1,5.0,112,DDR5-4800 (MT/s),8,4800 MT/s,4 TB,yes,,,,,,,2023-Q1,1308,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-3400/3500,,Xeon w5-3435X,Intel Xeon w5-3435X Processor,16,16,0,32,3.10 GHz,4.70 GHz,4.50 GHz,,45 MB,270W,324W,Intel 7,FCLGA4677,1,5.0,112,DDR5-4800 (MT/s),8,4800 MT/s,4 TB,yes,,,,,,,2023-Q1,1748,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-2400/2500,,Xeon w7-2475X,Intel Xeon w7-2475X Processor,20,20,0,40,2.60 GHz,4.80 GHz,4.60 GHz,,37.5 MB,225W,270W,Intel 7,FCLGA4677,1,5.0,64,DDR5-4800 (MT/s),4,4800 MT/s,2 TB,yes,,,,,,,2023-Q1,1968,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-2400/2500,,Xeon w7-2495X,Intel Xeon w7-2495X Processor,24,24,0,48,2.50 GHz,4.80 GHz,4.60 GHz,,45 MB,225W,270W,Intel 7,FCLGA4677,1,5.0,64,DDR5-4800 (MT/s),4,4800 MT/s,2 TB,yes,,,,,,,2023-Q1,2408,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-3400/3500,,Xeon w7-3445,Intel Xeon w7-3445 Processor,20,20,0,40,2.60 GHz,4.80 GHz,4.60 GHz,,52.5 MB,270W,324W,Intel 7,FCLGA4677,1,5.0,112,DDR5-4800 (MT/s),8,4800 MT/s,4 TB,yes,,,,,,,2023-Q1,2188,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-3400/3500,,Xeon w7-3455,Intel Xeon w7-3455 Processor,24,24,0,48,2.50 GHz,4.80 GHz,4.60 GHz,,67.5 MB,270W,324W,Intel 7,FCLGA4677,1,5.0,112,DDR5-4800 (MT/s),8,4800 MT/s,4 TB,yes,,,,,,,2023-Q1,2738,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-3400/3500,,Xeon w7-3465X,Intel Xeon w7-3465X Processor,28,28,0,56,2.50 GHz,4.80 GHz,4.60 GHz,,75 MB,300W,360W,Intel 7,FCLGA4677,1,5.0,112,DDR5-4800 (MT/s),8,4800 MT/s,4 TB,yes,,,,,,,2023-Q1,3178,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-3400/3500,,Xeon w9-3475X,Intel Xeon w9-3475X Processor,36,36,0,72,2.20 GHz,4.80 GHz,4.60 GHz,,82.5 MB,300W,360W,Intel 7,FCLGA4677,1,5.0,112,DDR5-4800 (MT/s),8,4800 MT/s,4 TB,yes,,,,,,,2023-Q1,4113,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon W Processor,workstation,Sapphire Rapids WS-3400/3500,,Xeon w9-3495X,Intel Xeon w9-3495X Processor,56,56,0,112,1.90 GHz,4.80 GHz,4.60 GHz,,105 MB,350W,420W,Intel 7,FCLGA4677,1,5.0,112,DDR5-4800 (MT/s),8,4800 MT/s,4 TB,yes,,,,,,,2023-Q1,6478,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i5 Processors,desktop,Alder Lake-S,Golden Cove + Gracemont,Core i5-12500,Intel Core i5-12500 Processor,6,6,0,12,3.00 GHz,4.60 GHz,,7.5 MB,18 MB,65W,117W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics 770,,1.45 GHz,,2022-Q1,362,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i5 Processors,desktop,Alder Lake-S,Golden Cove + Gracemont,Core i5-12500T,Intel Core i5-12500T Processor,6,6,0,12,2.00 GHz,4.40 GHz,,7.5 MB,18 MB,35W,74W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics 770,,1.45 GHz,,2022-Q1,359,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i5 Processors,desktop,Alder Lake-S,Golden Cove + Gracemont,Core i5-12600,Intel Core i5-12600 Processor,6,6,0,12,3.30 GHz,4.80 GHz,,7.5 MB,18 MB,65W,117W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics 770,,1.45 GHz,,2022-Q1,285,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i5 Processors,desktop,Alder Lake-S,Golden Cove + Gracemont,Core i5-12600T,Intel Core i5-12600T Processor,6,6,0,12,2.10 GHz,4.60 GHz,,7.5 MB,18 MB,35W,74W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics 770,,1.45 GHz,,2022-Q1,312,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,desktop,Raptor Lake-S,,Core i3-13100,Intel Core i3-13100 Processor,4,4,0,8,3.40 GHz,4.50 GHz,,5 MB,12 MB,60W,110W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,Intel UHD Graphics 730,,1.50 GHz,,2023-Q1,318,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,desktop,Raptor Lake-S,,Core i3-13100F,Intel Core i3-13100F Processor,4,4,0,8,3.40 GHz,4.50 GHz,,5 MB,12 MB,58W,110W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,,,,,2023-Q1,290,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,desktop,Raptor Lake-S,,Core i3-13100T,Intel Core i3-13100T Processor,4,4,0,8,2.50 GHz,4.20 GHz,,5 MB,12 MB,35W,69W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,Intel UHD Graphics 730,,1.50 GHz,,2023-Q1,450,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,desktop,Raptor Lake-S,,Core i5-13400,Intel Core i5-13400 Processor,10,6,4,16,2.50 GHz,4.60 GHz,,9.5 MB,20 MB,65W,148W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,Intel UHD Graphics 730,,1.55 GHz,,2023-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,desktop,Raptor Lake-S,,Core i5-13400F,Intel Core i5-13400F Processor,10,6,4,16,2.50 GHz,4.60 GHz,,9.5 MB,20 MB,65W,148W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,,,,,2023-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,desktop,Raptor Lake-S,,Core i5-13400T,Intel Core i5-13400T Processor,10,6,4,16,1.30 GHz,4.40 GHz,,9.5 MB,20 MB,35W,82W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,Intel UHD Graphics 730,,1.55 GHz,,2023-Q1,373,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,desktop,Raptor Lake-S,,Core i5-13500,Intel Core i5-13500 Processor,14,6,8,20,2.50 GHz,4.80 GHz,,11.5 MB,24 MB,65W,154W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.55 GHz,,2023-Q1,422,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,desktop,Raptor Lake-S,,Core i5-13500T,Intel Core i5-13500T Processor,14,6,8,20,1.60 GHz,4.60 GHz,,11.5 MB,24 MB,35W,92W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.55 GHz,,2023-Q1,345,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,desktop,Raptor Lake-S,,Core i5-13600,Intel Core i5-13600 Processor,14,6,8,20,2.70 GHz,5.00 GHz,,11.5 MB,24 MB,65W,154W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.55 GHz,,2023-Q1,184,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,desktop,Raptor Lake-S,,Core i5-13600K,Intel Core i5-13600K Processor,14,6,8,20,3.50 GHz,5.10 GHz,,20 MB,24 MB,125W,181W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.50 GHz,,2022-Q4,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,desktop,Raptor Lake-S,,Core i5-13600KF,Intel Core i5-13600KF Processor,14,6,8,20,3.50 GHz,5.10 GHz,,20 MB,24 MB,125W,181W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,,,,,2022-Q4,378,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,desktop,Raptor Lake-S,,Core i5-13600T,Intel Core i5-13600T Processor,14,6,8,20,1.80 GHz,4.80 GHz,,11.5 MB,24 MB,35W,92W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.55 GHz,,2023-Q1,211,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i7 Processors,desktop,Raptor Lake-S,,Core i7-13700,Intel Core i7-13700 Processor,16,8,8,24,2.10 GHz,5.20 GHz,,24 MB,30 MB,65W,219W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.60 GHz,,2023-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i7 Processors,desktop,Raptor Lake-S,,Core i7-13700F,Intel Core i7-13700F Processor,16,8,8,24,2.10 GHz,5.20 GHz,,24 MB,30 MB,65W,219W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,,,,,2023-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i7 Processors,desktop,Raptor Lake-S,,Core i7-13700K,Intel Core i7-13700K Processor,16,8,8,24,3.40 GHz,5.40 GHz,,24 MB,30 MB,125W,253W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.60 GHz,,2022-Q4,306,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i7 Processors,desktop,Raptor Lake-S,,Core i7-13700KF,Intel Core i7-13700KF Processor,16,8,8,24,3.40 GHz,5.40 GHz,,24 MB,30 MB,125W,253W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,,,,,2022-Q4,544,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i7 Processors,desktop,Raptor Lake-S,,Core i7-13700T,Intel Core i7-13700T Processor,16,8,8,24,1.40 GHz,4.90 GHz,,24 MB,30 MB,35W,106W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.60 GHz,,2023-Q1,378,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i9 Processors,desktop,Raptor Lake-S,,Core i9-13900,Intel Core i9-13900 Processor,24,8,16,32,2.00 GHz,5.60 GHz,,32 MB,36 MB,65W,219W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.65 GHz,,2023-Q1,138,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i9 Processors,desktop,Raptor Lake-S,,Core i9-13900F,Intel Core i9-13900F Processor,24,8,16,32,2.00 GHz,5.60 GHz,,32 MB,36 MB,65W,219W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,,,,,2023-Q1,134,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i9 Processors,desktop,Raptor Lake-S,,Core i9-13900K,Intel Core i9-13900K Processor,24,8,16,32,3.00 GHz,5.80 GHz,,32 MB,36 MB,125W,253W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.65 GHz,,2022-Q4,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i9 Processors,desktop,Raptor Lake-S,,Core i9-13900KF,Intel Core i9-13900KF Processor,24,8,16,32,3.00 GHz,5.80 GHz,,32 MB,36 MB,125W,253W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,,,,,2022-Q4,107,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i9 Processors,desktop,Raptor Lake-S,,Core i9-13900KS,Intel Core i9-13900KS Processor,24,8,16,32,3.20 GHz,6.00 GHz,,32 MB,36 MB,150W,253W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.65 GHz,,2023-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i9 Processors,desktop,Raptor Lake-S,,Core i9-13900T,Intel Core i9-13900T Processor,24,8,16,32,1.10 GHz,5.30 GHz,,32 MB,36 MB,35W,106W,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,yes,,,Intel UHD Graphics 770,,1.65 GHz,,2023-Q1,138,,https://ark.intel.com/,1,high,
Intel,cpu,,Core Ultra,Intel Core Ultra Processors (Series 2),desktop,Arrow Lake-S,,Core Ultra 5 225,Intel Core Ultra 5 Processor 225,10,6,4,10,3.30 GHz,4.90 GHz,,22 MB,20 MB,65W,121W,TSMC N3B,FCLGA1851,1,5.0,24,Up to DDR5 6400 MT/s,2,,256 GB,no,,,Intel Graphics,2,1.80 GHz,13,2025-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core Ultra,Intel Core Ultra Processors (Series 2),desktop,Arrow Lake-S,,Core Ultra 5 225F,Intel Core Ultra 5 Processor 225F,10,6,4,10,3.30 GHz,4.90 GHz,,22 MB,20 MB,65W,121W,TSMC N3B,FCLGA1851,1,5.0,24,Up to DDR5 6400 MT/s,2,,256 GB,no,,,,0,,13,2025-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core Ultra,Intel Core Ultra Processors (Series 2),desktop,Arrow Lake-S,,Core Ultra 5 225T,Intel Core Ultra 5 Processor 225T,10,6,4,10,2.50 GHz,4.90 GHz,,22 MB,20 MB,35W,114W,TSMC N3B,FCLGA1851,1,5.0,24,Up to DDR5 6400 MT/s,2,,256 GB,no,,,Intel Graphics,2,1.80 GHz,13,2025-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core Ultra,Intel Core Ultra Processors (Series 2),desktop,Arrow Lake-S,,Core Ultra 5 235,Intel Core Ultra 5 Processor 235,14,6,8,14,3.40 GHz,5.00 GHz,,26 MB,24 MB,65W,121W,TSMC N3B,FCLGA1851,1,5.0,24,Up to DDR5 6400 MT/s,2,,256 GB,yes,,,Intel Graphics,3,2.00 GHz,13,2025-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core Ultra,Intel Core Ultra Processors (Series 2),desktop,Arrow Lake-S,,Core Ultra 5 235A,Intel Core Ultra 5 Processor 235A,14,6,8,14,3.40 GHz,5.00 GHz,,26 MB,24 MB,65W,121W,TSMC N3B,FCLGA1851,1,5.0,24,Up to DDR5 6400 MT/s,2,,256 GB,yes,,,Intel Graphics,3,2.00 GHz,13,2025-Q3,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core Ultra,Intel Core Ultra Processors (Series 2),desktop,Arrow Lake-S,,Core Ultra 5 235T,Intel Core Ultra 5 Processor 235T,14,6,8,14,2.20 GHz,5.00 GHz,,26 MB,24 MB,35W,114W,TSMC N3B,FCLGA1851,1,5.0,24,Up to DDR5 6400 MT/s,2,,256 GB,yes,,,Intel Graphics,3,2.00 GHz,13,2025-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core Ultra,Intel Core Ultra Processors (Series 2),desktop,Arrow Lake-S,,Core Ultra 5 235TA,Intel Core Ultra 5 Processor 235TA,14,6,8,14,2.20 GHz,5.00 GHz,,26 MB,24 MB,35W,114W,TSMC N3B,FCLGA1851,1,5.0,24,Up to DDR5 6400 MT/s,2,,256 GB,yes,,,Intel Graphics,3,2.00 GHz,13,2025-Q3,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core Ultra,Intel Core Ultra Processors (Series 2),desktop,Arrow Lake-S,,Core Ultra 5 245,Intel Core Ultra 5 Processor 245,14,6,8,14,3.50 GHz,5.10 GHz,,26 MB,24 MB,65W,121W,TSMC N3B,FCLGA1851,1,5.0,24,Up to DDR5 6400 MT/s,2,,256 GB,yes,,,Intel Graphics,4,1.90 GHz,13,2025-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core Ultra,Intel Core Ultra Processors (Series 2),desktop,Arrow Lake-S,,Core Ultra 5 245K,Intel Core Ultra 5 Processor 245K,14,6,8,14,4.20 GHz,5.20 GHz,,26 MB,24 MB,125W,159W,TSMC N3B,FCLGA1851,1,5.0,24,Up to DDR5 6400 MT/s,2,,256 GB,yes,,,Intel Graphics,4,1.90 GHz,13,2024-Q4,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
